year,events_urls,country,contestant,song,composed_by,written_by,language,lyrics
2018,https://eurovision.tv/event/lisbon-2018,Malta,Christabelle,Taboo,"Thomas G:son, Johnny Sanchez","Muxu, Christabelle",English,"In the silence, you’ll find gold
Where you feel warmth, I feel so cold
Can’t get no sleep I’m up till dawn
These demons have broken my goal
And I know and I know and I know that you see my life, in foreign eyes
And I know and I know and I know that you hear my cry, tears tell no lie
Let our guards down
It’s time to break the taboo
Before we all become animals, animals
Echoes in my head
Gotta break the taboo
No, we will never be criminals, criminals
But sticks and stones
Won’t break my soul
Gotta be your own miracle, miracle
It’s in my bones
Gotta break the taboo
Before we all become animals, animals
I know that I am not alone
Let all our thoughts and ghosts unfold
In the darkness, I’ve found home
But what is next is still unknown
And I know and I know and I know that you hear my cry, tears tell no lie
Let our guards down
It’s time to break the taboo
Before we all become animals, animals
Echoes in my head
Gotta break the taboo
No, we will never be criminals, criminals
But sticks and stones
Won’t break my soul
Gotta be your own miracle, miracle
It’s in my bones
Gotta break the taboo
Before we all become animals, animals
Break the taboo
Break the taboo
Break the taboo
Let our guards down
It’s time to break the taboo"
2018,https://eurovision.tv/event/lisbon-2018,Moldova,DoReDoS,My Lucky Day,Philipp Kirkorov,John Ballard,English,"You got secrets to unfold
You got stories never told
You’re holding information
Standing right in front of me
A hidden rhapsody
I walk into temptation
Something tells me we can make some music
The rhythm is drivin’ me wild
And something tells me we ain’t gonna loose it
Keep pushin’ way into the night
Number one, keep rollin’
Say you’re real, I’m hopin’
Do you feel the way I do
Bring it on, it’s magic
Are you real, fantastic
Say you feel the way I do
Number two, keep turnin’
Feel the heat, we’re burnin’
I’ll do anything for you
We can be forever
Number one, together
We can make a dream come true
Well I guess it’s up to you
Do you feel the way I do
When bodytalk is magic
So is this my lucky day
Will you stay or walk away
Right now you’re stoppin’ traffic
Something tells me we can make some music
The rhythm is drivin’ me wild
And something tells me we ain’t gonna loose it
Keep pushin’ way into the night
Number one, keep rollin’
Say you’re real, I’m hopin’
Do you feel the way I do
Bring it on, it’s magic
Are you real, fantastic
Say you feel the way I do
Number two, keep turnin’
Feel the heat, we’re burnin’
I’ll do anything for you
We can be forever
Number one, together
We can make a dream come true"
2018,https://eurovision.tv/event/lisbon-2018,Montenegro,Vanja Radovanović,Inje,Vladimir Radovanovic,Vladimir Radovanovic,Montenegrin,"Palo inje po nama
Ledi krv u žilama
Pa ti srce steglo baš
Te brzo zaboravljaš
Drhti ljubav kao prut
U sred ljeta zamrznut,
Drhtim i ja, drhtim vas
Od kada mi nema nas
Džaba jorgan tijelo grije
Promaja kroz dušu bije
Bogu dane otimam
Gubim i kad dobijam,
Al’ kad niko ne vidi
Pustim srce da mu svratiš ti
Živim tek po navici
Kao rob u samici,
Al’ kad niko ne čuje
Pustim srce da se raduje
Ja i život, pas i mačka
Srce najskuplja mu igračka
Bogu dane otimam
Gubim i kad dobijam,
Al’ kad niko ne vidi
Pustim srce da mu svratiš ti
Živim tek po navici
Kao rob u samici,
Al’ kad niko ne čuje
Pustim srce da se raduje
Palo inje"
2018,https://eurovision.tv/event/lisbon-2018,Montenegro,Vanja Radovanović,Inje,Vladimir Radovanovic,Vladimir Radovanovic,English,"Frost has formed between us
Blood in our veins freezes thus
Your heart is a dying ember
So you no longer remember
Love quivers like a tender leaf
Frozen in summer,defying belief,
I tremble too, all the way through
Since we were parted, me and you
In vain the quilt warms my bodywhole
A colddraught blows right through my soul
The days drag by as in a dream
Even when I win, I lose, it seems
But when no one is there to see
My heart will bid you visit me
I live my life by wornroutine
Like a slavealone, unseen
But when no oneis there to hear
My heart rejoices with a cheer
Me and life - like dog and cat
The heart the most treasured pet
The days drag by as in a dream
Even when I win, I lose, it seems
But when no one is there to see
My heart will bid you visit me
I live my life by worn routine
Like a slave alone, unseen
But when no one is there to hear
My heart rejoices with a cheer
Frost has formed"
2018,https://eurovision.tv/event/lisbon-2018,North Macedonia,Eye Cue,Lost And Found,"Bojan Trajkovski, Darko Dimitrov",Bojan Trajkovski,English,"Come and take me, I can show you how it's done
Come and take me, when no one is around
Come and take me I can show you how it's done
We'll be lost and we'll be found
If you want me I can tell you what it's all about
You are standing in the shadow
And wondering why, you're in the dark
See I wanna deeper, deeper love
I want you by my side
Just let me go deeper, go deeper
Come and take me, I can show you how it's done
Come and take me, when no one is around
Come and take me I can show you how it's done
We'll be lost and we'll be found
Have you ever thought about it
We went too far, now there's no way back
No way back
Have you ever thought about it
We went too far, now there's no way back
No way back
I wish you trust your intuition
And let the journey start
You're afraid that you might suffer
But trust me what you'll find
Will blow you're mind
See I wanna deeper, deeper love
I want you by my side
Just let me go deeper, go deeper
Come and take me, I can show you how it's done
Come and take me, when no one is around
Come and take me I can show you how it's done
We'll be lost and we'll be found
Have you ever thought about it
We went too far, now there's no way back
No way back"
2018,https://eurovision.tv/event/lisbon-2018,Norway,Alexander Rybak,That's How You Write A Song,Alexander Rybak,Alexander Rybak,English,"If you got a minute
Get down your idea
It might do wonders
Maybe disappear
Who knows
Just get it down and nothing can go wrong
Go find your rhythm
That’s how you write a song
Enjoy the small things
with time they will get big
Gotta find your mission
A mission to pursue
You know you got a talent, what ever it may be
So work your magic
And sing along with me
Step one
Believe in it and sing it all day long
Step two
Just roll with it
That’s how you write a song
Sing
Shubidubi-dab-dab Shubidubi-dab-dab
Shubaduba-hey Shubaduba-hey Say
All day long All day long And
That’s how you write a song
Sing, scubidubi-dab-dab scubidubi-dab-dab
Boogie-boogie-woogie! Boogie-boogie-woogie!
Say All Day Long All Day Long
See that’s how you write a song
Step one
Believe in it and sing it all day long
Step two
Just roll with it
That’s how you write a song
Step one
Believe in it and sing it all day long
Step two
Just roll with it.
That’s how you write a song
Step one
Believe in it and sing it all day long
Step two
Just roll with it.
That’s how you write a song
Step one
Believe in it and sing it all day long
Step two
Just roll with it
That’s how you write a song
Step one
Believe in it and sing it all day long
Step two
Just roll with it and that’s how you write a song
See that`s how you write a song and
That’s how you write a song"
2018,https://eurovision.tv/event/lisbon-2018,Poland,Gromee feat. Lukas Meijer,Light Me Up,"Andrzej Gromala, Lukas Meijer, Mahan Moin, Christian Rabb","Andrzej Gromala, Lukas Meijer, Mahan Moin, Christian Rabb",English,"A part of me is feeling weak
I took a chance
But now it feels so hard to breathe
A lip of faith
Haunting me
What happen to the word
That’s only you and me
I wanna feel alive
When I'm running through my life
So help me to ignite
This spark I feel inside
So help me now
Light Me Up
Light Me Up
My baby
Light Me Up
Tell me where to go
Light Me Up
Light Me Up
My baby
Light Me Up
And tell me where to go
Tell me where to go
And tell me where to go
Tell me where to go
Tell me where to go
I am thinking now
Of real life
They say I have to leave
So bring me back
Back to the place
Where my heart
Can finally reveal his face up
I wanna feel alive
When I'm running through my life
So help me to ignite
This spark I feel inside
So help me now
Light Me Up
Light Me Up
My baby
Light Me Up
Tell me where to go
Light Me Up
Light Me Up
My baby
Light Me Up
And tell me where to go
Tell me where to go
And tell me where to go
Tell me where to go
Tell me where to go"
2018,https://eurovision.tv/event/lisbon-2018,Portugal,Cláudia Pascoal,O Jardim,Isaura,Isaura,Portuguese,"Eu nunca te quis
Menos do que tudo
Sempre, meu amor
Se no céu também és feliz
Leva-me eu cuido
Sempre, ao teu redor
São as flores o meu lugar
Agora que não estás
Rego eu o teu jardim
São as flores o meu lugar
Agora que não estás
Rego eu o teu jardim
Eu já prometi
Que um dia mudo
Ou tento, ser maior
Se do céu também és feliz
Leva-me eu juro
Sempre, pelo teu valor
São as flores o meu lugar
Agora que não estás
Rego eu o teu jardim
São as flores o meu lugar
Agora que não estás
Rego eu o teu jardim
Agora que não estás
Rego eu o teu jardim
Agora que não estás
Rego eu o teu jardim
Agora que não estás
Rego eu o teu jardim
Agora que não estás
Agora que não estás
Rego eu o teu jardim"
2018,https://eurovision.tv/event/lisbon-2018,Portugal,Cláudia Pascoal,O Jardim,Isaura,Isaura,English,"I never wanted you
Less than entirely
Always, my love
If in heaven you’re happy too
Take me, I’ll take care
Always, around you
All the flowers, they’re my place
Now that you’re gone
I’ll take care of your garden
All the flowers, they’re my place
Now that you’re gone
I’ll take care of your garden
I’ve already promised
That one day I’ll change
Or try, to be better
If from heaven you’re happy too
Take me, I swear
Always, for your worth
All the flowers, they’re my place
Now that you’re gone
I’ll take care of your garden
All the flowers, they’re my place
Now that you’re gone
I’ll take care of your garden
Now that you’re gone
I’ll take care of your garden
Now that you’re gone
I’ll take care of your garden
Now that you’re gone
I’ll take care of your garden
Now that you’re gone
I’ll take care of your garden"
2018,https://eurovision.tv/event/lisbon-2018,Romania,The Humans,Goodbye,"Alexandru Matei, Alin Neagoe",Cristina Caramarcu,English,"It’s time
For me to say goodbye
It’s fine
I’ve tried a million times
To kiss
The emptiness
And make her mine
I should’ve stayed
But I already left a thousand times
I’ve won my fights
Nobody new nothin’ about
All alone
Trapped in a void
Can’t see the light
Goodbye
Why don’t you see the beauty that surrounds you everywhere
Why can’t you feel the joy in all the small things people share
And all the happiness that by the way is all for free
Open your heart, recieve the love and stay with me
Please
Don’t be afraid
I hear your cry
Don’t cry
We should all see the beauty of the precious gifts we have
‘Cause everyone deserves the power to go straight ahead
Never give up, don’t hit the floor, don’t trust in all the lies
No matter what the odds will bring you, please don’t say goodbye"
2018,https://eurovision.tv/event/lisbon-2018,Russia,Julia Samoylova,I Won't Break,"Netta Nimrodi, Leonid Gutkin, Arie Burshtein","Netta Nimrodi, Leonid Gutkin, Arie Burshtein",English,"My heart is in command
No longer in the dark
My castle in the sand
Is now made of stone and rock
The memory I knew
The things I've been through
And everything I do
Has got me living by the minute
And now that I'm in it
Now that I'm in it...
I won't break
I won’t break
When it comes to emotions
From the deepest of oceans
Coming straight from my heart
I won’t give in to the motions
Those so called broken wings
Are soaring to the sky
I've flown with kings and queens
With freedom in their eyes
I won't break
I won’t break
When it comes to emotions
From the deepest of oceans
Coming straight from my heart
I won’t give in to the motions
Cause even in the darkness
Cause even in the darkest night
Cause even in the darkness
I can see a light
Cause even the darkness...
I won't break
(Cause even in the darkness
Cause even in the darkest night
Cause even in the darkness
I can see a light)
I won’t break
(Cause even in the darkness
My heart is in command
No longer in the dark)
I won't break
(Cause even in the darkness
Cause even in the darkest night
Cause even in the darkness...)
My heart is in command
No longer in the dark"
2018,https://eurovision.tv/event/lisbon-2018,San Marino,Jessika featuring Jenifer Brening,Who We Are,"Mathias Strasser, Christof Straub, Zoe Straub, Jenifer Brening, Stefan Moessle","Mathias Strasser, Christof Straub, Zoe Straub, Jenifer Brening, Stefan Moessle",English,"Bullied, from the moment we were born
We were always on our own – hmmm
No one ever said we should be proud
And embrace the fact we’re standing ou-ut
For too long
We just played along
Always putting up a sho-ow
But that was then
Look at us now,
All we want is for them to kno-ow...
We are who we are
And who we are is who we wanna be
We don’t have to listen
Cause all that counts is you and me
And we’ll be rising where we fall – oh-oh, oh-oh
In the middle of the storm we’re standing tall, oh-oh, standing tall
And if they tell us why we’re wrong – oh-oh, oh-oh
Then the love in our hearts will keep us strong, oh-oh, oh-oh
Uh, listen up, listen up
It’s me, Jenny B.
What you get is what you see
And as for Jess over here, she’s a special V.I.P
Yeah, so you better listen carefully
If they dissin you on Twitter
Don’t get sad, don’t be bitter
Don’t give up and be a quitter
Show em you’re better
Yeah, hell no
If I say so
Get in your car, rev it up and be a star
Cause we know exactly who we are
Give it to them, Jess…
We are who we are
And who we are is who we wanna be
We don’t have to listen
Cause all that counts is you and me
And we’ll be rising where we fall – oh-oh, oh-oh
Yeah, we keep getting up and dusting ourselves off
In the middle of the storm we’re standing tall, oh-oh
We won’t doubt ourselves and we’ll be calling their bluff
standing tall, this is who we are
And if they tell us why we’re wrong – oh-oh, oh-oh
And we’ll keep marching onwards spreading the love
Then the love in our hearts will keep us strong, oh-oh, oh-oh
They can make us silent
But in our hearts we’ll never be
And we’ll be rising where we fall – oh-oh, oh-oh
In the middle of the storm we’re standing tall, oh-oh, standing tall
And if they tell us why we’re wrong – oh-oh, oh-oh
Then the love in our hearts will keep us strong, oh-oh, oh-oh"
2018,https://eurovision.tv/event/lisbon-2018,Serbia,Sanja Ilić & Balkanika,Nova Deca,"Aleksandar Sanja Ilić, Tatjana Karajanov Ilić",Danica Krstajić,Serbian,"НОВА ДЕЦА
Свет је наш и време престаје да жури кад... си са мном ти.
Свет је наш и с осмехом се будим зато што... постојиш ти.
Све је јасније, сунце сија другачије.
Свет је наш и нова деца с нама стварају бољи свет."
2018,https://eurovision.tv/event/lisbon-2018,Serbia,Sanja Ilić & Balkanika,Nova Deca,"Aleksandar Sanja Ilić, Tatjana Karajanov Ilić",Danica Krstajić,English,"New Children
The world is ours, you just keep on dreaming.
Look at the Sun,
Happiness is achievable, grab it.
It starts today, for us."
2018,https://eurovision.tv/event/lisbon-2018,Slovenia,Lea Sirk,"Hvala, ne!","Lea Sirk, Tomy DeClerque",Lea Sirk,Slovene,"Moje ime je Lea in za vas imam nov lik
Lik nasmeha in svobode kot najbolj virtualen trik
En korak do zmage
En korak do luči
Do popolnosti
Borim se z nasmehom do sonca, borim se za ljudi
Pot do resnice, me zaslepi
Ljubezen, tista prva, pride, da preslepi
Jaz pa si vzamem, kar telo osvobodi
Ne verjemi v vse, kar ponujeno ti je
Misli na glas in upaj
Da skrivnost je v tem, ne prodajaj se vsem
To je najbolj passé
Hvala, ne, ne!
Hvala, ne
Hvala, ne, ne
Hvala, hvala, ne
Milijon ljudi je že reklo, da nas preveč živi
Tistih, ki so nesrečni in brez luči
En nasmeh za srečo
En nasmeh za ljudi
Za tiste, polne skrbi
Svoje duše ne dam nikomur, držim jo za se
Prava umetnost, brez-brez cene
Vsak odgovor je v meni, najdem ga, kadar zaspim
Ko telo je sproščeno, predano za vse
Ne verjemi v vse, kar ponujeno ti je
Misli na glas in upaj
Da skrivnost je v tem, ne prodajaj se vsem
To je najbolj passé
Ne verjemi v vse, kar ponujeno ti je
Misli na glas in upaj
Da skrivnost je v tem, ne prodajaj se vsem
To je najbolj passé
Hvala, ne, ne!
Hvala, ne
Hvala, ne, ne
Hvala, hvala, ne
Kot lutka za ljudi
Ki se skrivajo za maskami
Enaki, popolni, a nezadovoljni
Hvala, ne, ne, ne!
Ne verjemi v vse, kar ponujeno ti je
Misli na glas in upaj
Da skrivnost je v tem, ne prodajaj se vsem
To je najbolj passé
Hvala, ne, ne!"
2018,https://eurovision.tv/event/lisbon-2018,Slovenia,Lea Sirk,"Hvala, ne!","Lea Sirk, Tomy DeClerque",Lea Sirk,English,"My name is Lea,
And I have a new character for you
A character of smiles and freedom as the most virtual trick of them all
One step away from winning
One step away from the light
From perfection
I fight with a smile to reach the sun, I fight for people
The road to truth blinds me
Love – that first one – comes to fool you
But I take everything that sets the body free
Don't believe in everything that they offer you
Think loudly and hope
That the secret of everything is in it, don't sell your soul to everybody
This is so passé
No! No thanks!
No thanks
No! No thanks
No thanks! No thanks!
A zillion people have already said that there's too many
Of those living in misery and without light
One smile for happiness
For those preoccupied
I won't give my soul to anyone, I'll keep it for myself
True art cannot have a price tag
Every single answer is already in me, I find it during my sleep
When my body is relaxed and perceptive to everything
Don't believe in everything that they offer you
Think loudly and hope
That the secret of everything is in it, don't sell your soul to everybody
This is so passé
Don't believe in everything that they offer you
Think loudly and hope
That the secret of everything is in it, don't sell your soul to everybody
This is so passé
No! No thanks!"
2018,https://eurovision.tv/event/lisbon-2018,Spain,Amaia y Alfred,Tu Canción,"Raul Gomez Garcia, Sylvia Ruth Santoro Lopez","Raul Gomez Garcia, Sylvia Ruth Santoro Lopez",Spanish,"Nunca llegué a imaginar
Que viajar a la luna sería real
Lo pones todo al revés
Cuando besas mi frente y descubro por qué
Ya no puedo inventarlo
Siento que bailo por primera vez
Eres el arte que endulza la piel
De mi mente viajera que sigue tus pies
Siento que bailo por primera vez junto a ti
Sé que en ti puedo encontrar
Esa voz que me abriga si el tiempo va mal
Todo es perfecto si estás
A mi lado creando una nueva ciudad
Siento que bailo por primera vez
Eres el arte que endulza la piel
De mi mente viajera que sigue tus pies
Siento que bailo por primera vez
Ya no puedo inventarlo
Solo quiero
Tu canción
Siento que bailo por primera vez
Eres el arte que endulza la piel
De mi mente viajera que sigue tus pies
Siento que bailo por primera vez junto a ti"
2018,https://eurovision.tv/event/lisbon-2018,Spain,Amaia y Alfred,Tu Canción,"Raul Gomez Garcia, Sylvia Ruth Santoro Lopez","Raul Gomez Garcia, Sylvia Ruth Santoro Lopez",English,"I never got to imagine
that traveling to the moon would be for real
You put everything upside down
when you kiss my forehead and I find out why
I can no longer.. make it up
I feel like dancing for the first time
You are the art that sweetens my skin
From my traveling mind that follows your feet
I feel like dancing for the first time by your side
I know in you I can find
that voice that shelters me when times are bad
Everything's perfect if you are
by my side creating a new city
I feel like dancing for the first time
You are the art that sweetens the skin
From my traveling mind that follows your feet
I feel like dancing for the first time, by your side
I can no longer.. make it up
I only want..
your song oh oh oh
I feel like dancing for the first time
You are the art that sweetens the skin
From my traveling mind that follows your feet
I feel like dancing for the first time by your side"
2018,https://eurovision.tv/event/lisbon-2018,Sweden,Benjamin Ingrosso,Dance You Off,"MAG, Louis Schoorl, K Nita, Benjamin Ingrosso","MAG, Louis Schoorl, K Nita, Benjamin Ingrosso",English,"I see that look in your eyes but I ain’t feeling no pressure
Feels like I’m stuck here in time while I’ve been trying to forget ya
Just wanna da da dance you off
So, don’t you da da dare wait up
Cause I just wanna feel the mood
Girl, with anyone but you
And I might now yeah, I might now
Just trying to have myself a time
So, I just don’t care if you mind
Cause I just wanna feel the mood
Girl, with anyone but you
And I might now, yeah, I might now
Treating you good, we were gold
I dug you like you were treasure
So, don’t act like I’m the cruel one when I know you know better
And I, oh I used to think that you were worth the best in life
Cause I loved it, I loved it
Feels like I’m stuck here in time while I’ve been trying to forget ya
Just wanna da da dance you off
So, don’t you da da dare wait up
Cause I just wanna feel the mood
Girl, with anyone but you
And I might now, yeah, I might now
Just trying to have myself a time
So, I just don’t care if you mind
Cause I just wanna feel the mood
Girl, with anyone but you
And I might now, yeah, I might now
I’m just gonna dance you off the floor
(I used to think that you were worth my every night)
Just wanna da da dance you off
So, don’t you da da dare wait up
Cause I just wanna feel the mood
Girl, with anyone but you
And I might now, yeah, I might now
Just trying to have myself a time
So, I just don’t care if you mind
Cause I just wanna feel the mood
Girl, with anyone but you
And I might now, yeah, I might now"
2018,https://eurovision.tv/event/lisbon-2018,Switzerland,ZiBBZ,Stones,"Laurell Barker, Corinne Gfeller, Stefan Gfeller","Laurell Barker, Corinne Gfeller",English,"Wild joker on the golden throne
Blood diamond summer home
Wrong people with the right to know
But I can't do anything about it
All saying that life's hard
But we don't want it in our backyard
We should be further from the start
But I can't do anything about it
We so afraid, we fire away,
What’s a life worth?!
We so afraid, repeat the mistake,
Just to come first!
We're the liars in the face of facts
A different weapon but the same attack
No I ain't throwing stones, no I ain't throwing stones!
Every lesson lost in the past
Pardon me but I don't wanna go back
No I ain't throwing stones, no I ain't throwing stones!
Think the boogieman 'll get me
Think different is the enemy
It’s been this way for centuries
And I can't do anything about it
Can't wait to light the cannon ball
Can't face the mirror says it all
Sins of the fathers make us fall
And I can't do anything about it
We're so afraid, we fire away,
Just to come first!
We're the liars in the face of facts
A different weapon but the same attack
No I ain't throwing stones, no I ain't throwing stones!
Every lesson lost in the past
Pardon me but I don't wanna go back
No I ain't throwing stones,
Oh because I know I ain't standing alone
No, I ain't standing alone,
No, I ain't standing alone, oh yeah yeah
I ain't the only one who don't wanna throw stones!
We're the liars in the face of facts
A different weapon but the same attack
No I ain't throwing stones, no I ain't throwing stones!
Every lesson lost in the past
Pardon me but I don't wanna go back
No I ain't throwing stones, no I ain't throwing stones!"
2018,https://eurovision.tv/event/lisbon-2018,The Netherlands,Waylon,Outlaw In 'Em,"Waylon, Ilya Toshinskiy, Jim Beaver","Waylon, Ilya Toshinskiy, Jim Beaver",English,"Its a fine, fine line
Between whiskey and water into wine
And it’s a long way home
When you’re down and out and out here on your own
It don’t matter who you are when its time to lock and load
Everybody’s got a little outlaw in ‘em
Chrome piece hidin’ in their blacked out denim
Heartbeat beatin’ to rock ‘n’ roll rhythm yeah
Everybody’s got a couple scarred up knuckles
Blood on their boots and their back-off buckle
Diamondback rattle with a quick strike venom
Everybody’s got a little outlaw in ‘em
Hm-hmm
When they knock you to the ground
You ain’t gonna let nobody keep you down
And when your back’s against the wall
That’s when you gotta learn to stand up tall
That rebel fight inside of you has been there all along
Everybody’s got a little outlaw in ‘em
Chrome piece hidin’ in their blacked out denim
Heartbeat beatin’ to rock ‘n’ roll rhythm yeah
Everybody’s got a couple scarred up knuckles
Blood on their boots and their back-off buckle
Diamondback rattle with a quick strike venom
Everybody’s got a little outlaw in ‘em yeah
Oh
Everybody’s got a little outlaw in ‘em
Chrome piece hidin’ in their blacked out denim
Heartbeat beatin’ to rock ‘n’ roll rhythm yeah
Uh
Everybody’s got a little front-man swagger
Stone cold rollin’ like a young mick jagger
A new tattoo that you can’t keep hidden
Everybody’s got a little outlaw in ‘em yeah
Oh
Ooh
Everybody’s got a little outlaw in ‘em oh"
2018,https://eurovision.tv/event/lisbon-2018,Ukraine,MELOVIN,Under The Ladder,MELOVIN,Mike Ryals,English,"Curtains down, I’m laughing at the trial
Help me to unravel
Tangle of my innocence inside
Faith’s bout to be severed
(Oh oh oh oh)
Won’t get any better
(Oh oh oh oh)
Walk under the ladder
Shout out just one reason what’s this for
You can see that whatever the weather
That the wind’s always there, always fair
(Oh oh oh)
And it has always been now or never
The decision has got to be made
(Oh oh oh)
(Oh oh oh oh oh oh oh oh oh, yeah)
(Oh oh oh oh oh oh oh oh oh, yeah)
Desperate thoughts, your hope calls you a liar
Fear begins to revel
Nothing but your will sets you on fire
Fire lasts forever
(Oh oh oh oh)
Can’t get any better
(Oh oh oh oh)
Dance under the ladder
If you dare, so what you’re waiting for
You can see that whatever the weather
That the wind’s always there, always fair
(Oh oh oh)
And it has always been now or never
The decision has got to be made
(Oh oh oh)
(Oh oh oh oh oh oh oh oh oh, yeah)
(Oh oh oh oh oh oh oh oh oh, yeah)
You can see that whatever the weather
That the wind’s always there, always fair
(Oh oh oh)
And it has always been now or never
The decision has got to be made
You can see that whatever the weather
That the wind’s always there, always fair
(Oh oh oh)
And it has always been now or never
The decision has got to be made
(Oh oh oh)
(Oh oh oh oh oh oh oh oh oh, yeah)
(Oh oh oh oh oh oh oh oh oh, yeah)"
2018,https://eurovision.tv/event/lisbon-2018,United Kingdom,SuRie,Storm,"Nicole Blair, Gil Lewis, Sean Hargreaves","Nicole Blair, Gil Lewis, Sean Hargreaves",English,"Hey
Hey brother
Do you remember when we were kids with no fear
Hey
Hey sister
Do you believe in the things we dreamt we’d discover
I still have faith
I still believe in chasing rainbows
Storms don't last
Forever.. forever..
Remember
We can hold our hands
Together..
Through this storm-oh-oh
Through this storm-oh-oh
Hey
Hey mother
Am I making you proud or could I do better
Hey
Hey father
There's weight on my shoulders, but it's not over
I still have faith
I still believe in chasing rainbows
Storms don't last
Forever.. forever..
Remember
We can hold our hands
Together..
Through this storm-oh-oh
Through this storm-oh-oh
Spread your love
Give all you got
Hold your head up
Don't give up, no, no
Hey, hey brother don't give up
Storms don't last
Forever.. forever..
Remember
We can hold our hands
Together..
Through this storm-oh-oh
Through this storm-oh-oh
Spread your love
Give all you got
Hold your head up
Don't give up, no, no
Spread your love
Give all you got
Hold your head up
Through this storm-oh-oh"
2017,https://eurovision.tv/event/kyiv-2017,Albania,Lindita,World,Klodian Qafoku,"Lindita, Big Basta",English,"We're so alike, yet different
At a loss for words, stutterin'
It don't make sense, what's happening
I just don't understand
Aaah Can u hear my painful cry
A battle just to be alive
What's this fight all for?
What's the cost of life In this world?
Almost impossible
Is let the love unite us all...
Does anybody care
I'm Weak and i'm afraid
Wondering if I
Will make it thru this day..
For the life of me
I refuse to be
Anything but free
But I'm tired of all the battling...
What's this fight all for?
What's the cost of life In this world?
All I ever really waaant
Is let the love unite us all...
Let the love Unite us all
Oooh, Oooh
Let the love unite us all"
2017,https://eurovision.tv/event/kyiv-2017,Armenia,Artsvik,Fly With Me,"Lilith Navasaryan, Levon Navasardyan","Avet Barseghyan, David Tserunyan",English,"Wanna tell a story,
About a girl with history.
Take it from my heart it’s gonna be your beat,
Take it from my soul it’s gonna be your heat.
Many colors and shades,
So many voices to embrace,
All around.
Many stories and tales,
She took it all into her space,
Hear the sound.
Heee
Over deeps over hills,
She casts her wings and now it feels,
Love is one.
Flying high she became,
A sun who’s love and light’s the same,
For everyone.
Fly with me high oh high, with me high oh high,
Never stop believing that love will take us high.
Fly with me high oh high, with me high oh high,
Never gonna stop believing that love's for you and I.
Love, love is one
Fly with me high oh high, with me high oh high,
Never stop believing that love will take us high.
Fly with me high oh high, with me high oh high,
Never gonna stop believing that love's for you and I."
2017,https://eurovision.tv/event/kyiv-2017,Australia,Isaiah,Don't Come Easy,"DNA (David Musumeci & Anthony Egizii), Michael Angelo","DNA (David Musumeci & Anthony Egizii), Michael Angelo",English,"I can tell by your eyes you want more than this
But can we be much more beyond these sheets
No I don’t
Don’t wanna mess with your head
But my love
It’s hard to love again
It don’t come easy
And it don’t come cheap
Been burned too many times
To love easily
Don’t mistake me
My love runs deep
But it don’t come easy
It don’t come cheap
No not with me
I used to move in fast to erase my past
But it never works no it never lasts no
In my mind
I gotta get things right
Take it slow
Before I jump this time
No it don’t come easy
No it don’t come cheap
Been burned too many times
To love easily
Don’t mistake me
My love runs deep
But it don’t come easy
It don’t come cheap
No not with me
And if you think
I’ve got a heart of stone
You couldn’t be more wrong
Ooh
You might think
I’ve been afraid too long
Afraid of love
But it don’t come easy
Been burned too many times
To love easily
Don’t mistake me
My love runs deep
But it don’t come easy
It don’t come cheap
No not with me
Ooh
No not with me
Ooh
Don’t mistake me
My love runs deep
But it don’t come easy
It don’t come cheap
No not with me"
2017,https://eurovision.tv/event/kyiv-2017,Australia,Isaiah,Don't Come Easy,"DNA (David Musumeci & Anthony Egizii), Michael Angelo","DNA (David Musumeci & Anthony Egizii), Michael Angelo",French,"Je lis dans tes yeux que tu veux plus que ça
Mais peut-on aller au-delà de ces draps
Moi, je ne veux pas
Je ne veux pas te démolir
Mais mon amour
Il est difficile d’aimer encore
Ce n'est pas chose facile
Et ce n'est pas anodin
Je me suis brûlé trop souvent
Pour pouvoir aimer facilement
Ne te méprends pas sur moi
J'ai beaucoup d'amour en moi
Mais ce n'est pas chose facile
Ce n'est pas anodin
Non, pas avec moi
Avant j'allais vite pour effacer mon passé
Mais ça me marche jamais, non, ça ne dure jamais, non
Dans ma tête
Je ne veux pas faire fausse route
Je veux prendre mon temps
Avant de me lancer cette fois-ci
Non, ce n'est pas chose facile
Non ce n'est pas anodin
Je me suis brûlé trop souvent
Pour pouvoir aimer facilement
Ne te méprends pas sur moi
J'ai beaucoup d'amour en moi
Mais ce n'est pas chose facile
Ce n'est pas anodin
Non, pas avec moi
Et si tu penses
Que j’ai un cœur de pierre
Tu te trompes complètement
Ooh
Tu te dis peut-être
Que trop longtemps j’ai eu peur
Peur de l’amour
Mais ce n'est pas chose facile
Je me suis brûlé trop souvent
Pour pouvoir aimer facilement
Ne te méprends pas sur moi
J'ai beaucoup d'amour en moi
Mais ce n'est pas chose facile
Ce n'est pas anodin
Non, pas avec moi
Ooh
Non, pas avec moi
Ooh
Ne te méprends pas sur moi
J'ai beaucoup d'amour en moi
Mais ce n'est pas chose facile
Ce n'est pas anodin
Non, pas avec moi"
